01/00-infamy.md#infamy	infâmia
13/19-surveillance-hacking.md#clearing-sensors	removendo-sensores
13/19-surveillance-hacking.md#route-mapping	mapeando-rotas
13/19-surveillance-hacking.md#skipjacking	tecnofurtividade
13/19-surveillance-hacking.md#avoiding-eavesdropping	evitando-espionagem
13/19-surveillance-hacking.md#caught-in-the-act	pego-em-flagrante
13/19-surveillance-hacking.md#security-log-case-15678zt	log-de-segurança-caso-15678zt
14/00-psi.md#psi	psi
14/01-psi-overview.md#psi-overview	resumo-do-psi
14/01-psi-overview.md#prerequisites	pré-requisitos
14/01-psi-overview.md#morphs-and-psi	morfos-e-psi
14/01-psi-overview.md#mental-fragmentation	fragmentação-mental
14/01-psi-overview.md#sleights	truques
14/01-psi-overview.md#infection-rating	grau-de-infecção
14/01-psi-overview.md#playing-the-infection	interpretando-a-infecção
14/02-watts-macleod-sub-strains.md#watts-macleod-sub-strains	subcepas-watts-macleod
14/02-watts-macleod-sub-strains.md#the-architect	a-arquiteta
14/02-watts-macleod-sub-strains.md#the-beast	a-besta
14/02-watts-macleod-sub-strains.md#the-haunter	a-tormentadora
14/02-watts-macleod-sub-strains.md#the-stranger	a-estranha
14/02-watts-macleod-sub-strains.md#the-xenomorph	a-xenomorfa
14/03-roleplaying-asyncs.md#roleplaying-asyncs	interpretando-assincros
14/03-roleplaying-asyncs.md#psi	psi
14/03-roleplaying-asyncs.md#a-new-exsurgency	uma-nova-exsurgência
14/03-roleplaying-asyncs.md#analysis-of-psi	análise-do-psi
14/03-roleplaying-asyncs.md#public-awareness	conhecimento-público
14/03-roleplaying-asyncs.md#hidden-dangers	perigos-ocultos
14/04-using-psi.md#using-psi	usando-psi
14/04-using-psi.md#psi-range	alcance-psi
14/04-using-psi.md#targeting	alvos
14/04-using-psi.md#opposed-tests	testes-opostos
14/04-using-psi.md#mental-armor	blindagem-mental
14/04-using-psi.md#target-awareness	consciência-do-alvo
14/04-using-psi.md#duration	duração
14/04-using-psi.md#infection-modifiers	modificadores-de-infecção
14/04-using-psi.md#infection-test	teste-de-infecção
14/04-using-psi.md#the-infections-influence	a-influência-da-infecção
14/04-using-psi.md#pushing-sleights	forçando-truques
14/04-using-psi.md#infection-rating-thresholds	limiares-dos-graus-de-infecção
14/04-using-psi.md#easing-the-infection	atenuação-da-infecção
14/05-influence-effects.md#influence-effects	efeitos-de-influência
14/05-influence-effects.md#architect-sub-strain	subcepa-arquiteta
14/05-influence-effects.md#beast-sub-strain	subcepa-besta
14/05-influence-effects.md#haunter-sub-strain	subcepa-tormentadora
14/05-influence-effects.md#stranger-sub-strain	subcepa-estranha
14/05-influence-effects.md#xenomorph-sub-strain	subcepa-xenomorfa
14/06-psi-sleight-summaries.md#psi-sleight-summaries	listas-de-truques-psi
14/06-psi-sleight-summaries.md#psi-chi-sleights	truques-psi-qui
14/06-psi-sleight-summaries.md#psi-chi-sleights-1	truques-psi-qui-1
14/06-psi-sleight-summaries.md#charisma	carisma
14/06-psi-sleight-summaries.md#control-behavior	controle-comportamental
14/06-psi-sleight-summaries.md#eco-empathy	ecoempatia
14/06-psi-sleight-summaries.md#enhanced-creativity	criatividade-ampliada
14/06-psi-sleight-summaries.md#enhanced-memory	memória-ampliada
14/06-psi-sleight-summaries.md#grok	engenho
14/06-psi-sleight-summaries.md#heightened-awareness	consciência-elevada
14/06-psi-sleight-summaries.md#high-pain-threshold	alto-limiar-à-dor
14/06-psi-sleight-summaries.md#inner-spark	centelha-interior
14/06-psi-sleight-summaries.md#pattern-recognition	reconhecimento-de-padrões
14/06-psi-sleight-summaries.md#predictive-boost	impulso-preditivo
14/06-psi-sleight-summaries.md#psi-armor	blindagem-psi
14/06-psi-sleight-summaries.md#qualia	qualia
14/06-psi-sleight-summaries.md#savant-calculation	cálculo-savant
14/06-psi-sleight-summaries.md#scramble	embaralhamento
14/06-psi-sleight-summaries.md#self-control	autocontrole
14/06-psi-sleight-summaries.md#social-cunning	astúcia-social
14/06-psi-sleight-summaries.md#somatic-control	controle-somático
14/06-psi-sleight-summaries.md#superior-kinesics	cinésica-superior
14/06-psi-sleight-summaries.md#xeno-empathy	xenoempatia
14/06-psi-sleight-summaries.md#psi-gamma-sleights	truques-psi-gama
14/06-psi-sleight-summaries.md#psi-gamma-sleights-1	truques-psi-gama-1
14/06-psi-sleight-summaries.md#alter-effect	alteração-de-efeito
14/06-psi-sleight-summaries.md#animal-control	controle-animal
14/06-psi-sleight-summaries.md#aphasia	afasia
14/06-psi-sleight-summaries.md#basilisk-stare	olhar-do-basilisco
14/06-psi-sleight-summaries.md#block-pain	bloqueio-da-dor
14/06-psi-sleight-summaries.md#block-sense	bloqueio-do-sentido
14/06-psi-sleight-summaries.md#block-skill	bloqueio-da-perícia
14/06-psi-sleight-summaries.md#browse-thoughts	vislumbre-de-pensamentos
14/06-psi-sleight-summaries.md#burst-of-adrenaline	explosão-de-adrenalina
14/06-psi-sleight-summaries.md#burst-of-clarity	explosão-de-clareza
14/06-psi-sleight-summaries.md#burst-of-confidence	explosão-de-confiança
14/06-psi-sleight-summaries.md#cloud-memory	memória-nebulosa
14/06-psi-sleight-summaries.md#deep-scan	varredura-profunda
14/06-psi-sleight-summaries.md#deja-vu	déjà-vu
14/06-psi-sleight-summaries.md#downtime	inatividade
14/06-psi-sleight-summaries.md#ego-sense	sentido-de-ego
14/06-psi-sleight-summaries.md#empathic-scan	varredura-empática
14/06-psi-sleight-summaries.md#illusion	ilusão
14/06-psi-sleight-summaries.md#implant-memory	implante-de-memória
14/06-psi-sleight-summaries.md#implant-skill	implante-de-perícia
14/06-psi-sleight-summaries.md#induce-error	indução-ao-erro
14/06-psi-sleight-summaries.md#infectious-mind	mente-infecciosa
14/06-psi-sleight-summaries.md#influence	influência
14/06-psi-sleight-summaries.md#invigorate	revigoração
14/06-psi-sleight-summaries.md#mimic	imitação
14/06-psi-sleight-summaries.md#mindlink	ligação-mental
14/06-psi-sleight-summaries.md#neural-hardening	fortalecimento-neural
14/06-psi-sleight-summaries.md#nightmare	pesadelo
14/06-psi-sleight-summaries.md#pain	dor
14/06-psi-sleight-summaries.md#psi-shield	escudo-psi
14/06-psi-sleight-summaries.md#psychic-stab	punhalada-psíquica
14/06-psi-sleight-summaries.md#sense-infection	senso-de-infecção
14/06-psi-sleight-summaries.md#short-circuit	curto-circuito
14/06-psi-sleight-summaries.md#spam	spam
14/06-psi-sleight-summaries.md#static	estática
14/06-psi-sleight-summaries.md#subliminal	sugestão
14/06-psi-sleight-summaries.md#tranquility	tranquilidade
15/00-transhuman-tech.md#transhuman-tech	tecnologia-transumana
15/01-backups-and-uploading.md#backups--uploading	backups--uploads
15/01-backups-and-uploading.md#cortical-stacks	pilhas-corticais
15/01-backups-and-uploading.md#popping-a-stack	espremendo-uma-pilha
15/01-backups-and-uploading.md#uploaded-backups	backups-de-upload
15/01-backups-and-uploading.md#upload-speeds	velocidades-de-upload
15/01-backups-and-uploading.md#uploading-and-ego-bridges	fazendo-uploads-e-pontes-de-ego
15/01-backups-and-uploading.md#post-mortem-uploads	upload-pós-morte
15/01-backups-and-uploading.md#death-and-backup-insurance	morte-e-seguro-de-backup
15/01-backups-and-uploading.md#basic-backup-insurance	seguro-de-backup-básico
15/01-backups-and-uploading.md#uninsured-characters	personagens-sem-seguro
15/02-resleeving.md#resleeving	reencape
15/02-resleeving.md#complications	complicações
15/02-resleeving.md#integration	integração
15/02-resleeving.md#alienation	alienação
15/02-resleeving.md#continuity	continuidade
15/02-resleeving.md#memento-mori	memento-mori
15/02-resleeving.md#lack	lapso
15/02-resleeving.md#resleeving-tests	testes-de-reencape
15/02-resleeving.md#integration-test	teste-de-integração
15/02-resleeving.md#resleeving-stress-test	teste-de-estresse-de-reencape
15/02-resleeving.md#resleeving-tests-1	testes-de-reencape-1
15/02-resleeving.md#resleeving-and-pools	reencape-e-paradas
15/03-acquiring-morphs.md#acquiring-morphs	aquisição-de-morfos
15/03-acquiring-morphs.md#determining-morph-points	determinando-pontos-de-morfo
15/03-acquiring-morphs.md#increasing-your-mp	aumentando-seu-pm
15/03-acquiring-morphs.md#spending-morph-points	gastando-pontos-de-morfo
15/03-acquiring-morphs.md#morph-availability	disponibilidade-de-morfos
15/03-acquiring-morphs.md#resleeving-and-morph-points	reencape-e-pontos-de-morfo
15/03-acquiring-morphs.md#modifying-morphs	modificando-morfos
15/03-acquiring-morphs.md#modifying-a-morph	modificando-um-morfo
15/03-acquiring-morphs.md#making-morphs	fazendo-morfos
15/03-acquiring-morphs.md#making-a-morph	fazendo-um-morfo
15/04-forking-and-merging.md#forking--merging	forqueamento--mesclagem
15/04-forking-and-merging.md#types-of-forks	tipos-de-forques
15/04-forking-and-merging.md#forks-and-society	forques-e-sociedade
15/04-forking-and-merging.md#creating-a-fork	criando-um-forque
15/04-forking-and-merging.md#alpha-forks	forques-alfa
15/04-forking-and-merging.md#beta-forks	forques-beta
15/04-forking-and-merging.md#gamma-forks	forques-gama
15/04-forking-and-merging.md#neural-pruning	desbaste-neural
15/04-forking-and-merging.md#careful-pruning	desbaste-cuidadoso
15/04-forking-and-merging.md#handling-forks	lidando-com-forques
15/04-forking-and-merging.md#merging	mesclagem
15/05-psychosurgery.md#psychosurgery	psicocirurgia
15/05-psychosurgery.md#difficulties	dificuldades
15/05-psychosurgery.md#using-psychosurgery	usando-psicocirurgia
15/05-psychosurgery.md#psychosurgery-modifiers	modificadores-de-psicocirurgia
15/05-psychosurgery.md#roleplaying-mind-edits	interpretando-edições-mentais
15/06-psychosurgery-procedures.md#psychosurgery-procedures	procedimentos-de-psicocirurgia
15/06-psychosurgery-procedures.md#awareness-block	bloqueio-de-consciência
15/06-psychosurgery-procedures.md#behavioral-masking	mascaramento-comportamental
15/06-psychosurgery-procedures.md#deep-learning	aprendizagem-profunda
15/06-psychosurgery-procedures.md#hidden-knowledge	ocultação-de-conhecimento
15/06-psychosurgery-procedures.md#interrogation	interrogatório
15/06-psychosurgery-procedures.md#memory-editing	edição-de-memória
15/06-psychosurgery-procedures.md#mental-evaluation	avaliação-mental
15/06-psychosurgery-procedures.md#merging	mesclagem
15/06-psychosurgery-procedures.md#merging-1	mesclagem-1
15/06-psychosurgery-procedures.md#neural-pruning	desbaste-neural
15/06-psychosurgery-procedures.md#personality-editing	edição-de-personalidade
15/06-psychosurgery-procedures.md#psychotherapy	psicoterapia
15/06-psychosurgery-procedures.md#remove-infection	remoção-de-infecção
15/06-psychosurgery-procedures.md#skill-imprints	impressão-de-perícia
15/06-psychosurgery-procedures.md#skill-suppression	supressão-de-perícia
15/06-psychosurgery-procedures.md#tasping	tasp
15/07-identity-systems.md#identity-systems	sistemas-de-identificação
15/07-identity-systems.md#ego-id	ego-id
15/07-identity-systems.md#complications	complicações
15/07-identity-systems.md#special-cases	casos-especiais
15/07-identity-systems.md#id-and-rep-systems	id-e-sistemas-de-rep
15/07-identity-systems.md#identity-verification	verificação-de-identidade
15/07-identity-systems.md#nanotat-scans	escaneamento-de-nanotat
15/07-identity-systems.md#brainprints	impressões-cerebrais
15/07-identity-systems.md#digital-code	código-digital
15/07-identity-systems.md#other-id-forms	outras-formas-de-id
15/07-identity-systems.md#circumventing-id-checks	burlando-verificações-de-id
15/07-identity-systems.md#fake-ids	ids-falsas
15/07-identity-systems.md#altering-nanotat-ids	alterando-nanotat-ids
15/07-identity-systems.md#digital-id-tampering	adulteração-de-id-digital
15/07-identity-systems.md#security-log-fork-identity-theft	log-de-segurança-furto-de-identidade-de-forque
15/08-habitat-access.md#habitat-access	acesso-a-habitats
15/08-habitat-access.md#egocasting	egoprojeção
15/08-habitat-access.md#egocaster-security	segurança-de-egoprojetores
15/08-habitat-access.md#electronic-arrivals	desembarques-eletrônicos
15/08-habitat-access.md#physical-arrivals	desembarques-físicos
15/08-habitat-access.md#habitat-infiltration	infiltração-em-habitats
15/08-habitat-access.md#darknets	redes-clandestinas
15/08-habitat-access.md#sneaking-in	entrando-escondido
15/08-habitat-access.md#exterior-access	acesso-exterior
15/09-space-travel.md#space-travel	viagem-espacial
15/09-space-travel.md#local-travel	viagem-local
15/09-space-travel.md#distance-travel	viagem-distante
15/09-space-travel.md#space-travel-basics	básico-de-viagem-espacial
15/09-space-travel.md#spacecraft-propulsion	propulsão-de-espaçonaves
15/09-space-travel.md#travel-times	tempos-de-viagem
15/10-space-combat.md#space-combat	combate-espacial
15/10-space-combat.md#weapons-and-swarms	armas-e-enxames
15/10-space-combat.md#stealth-and-sensors	furtividade-e-sensores
15/10-space-combat.md#deep-space-vs-orbital	espaço-profundo-vs-orbital
15/10-space-combat.md#character-options	opções-para-personagens
15/10-space-combat.md#detection-and-stealth	detecção-e-furtividade
15/10-space-combat.md#hacking	hackeamento
15/10-space-combat.md#maneuvering	manobragem
15/10-space-combat.md#engagement	confronto
15/10-space-combat.md#damage-control	controle-de-danos
15/10-space-combat.md#boarding	abordagem
15/10-space-combat.md#other-narrative-options	outras-opções-narrativas
15/11-ship-and-habitat-hacking.md#ship--habitat-hacking	hackeamento-de-naves--habitats
15/11-ship-and-habitat-hacking.md#airlocks	câmaras-de-ar
15/11-ship-and-habitat-hacking.md#airlock-safety-features	recursos-de-segurança-de-câmaras-de-ar
15/11-ship-and-habitat-hacking.md#hacking-an-airlock	hackeando-uma-câmara-de-ar
15/11-ship-and-habitat-hacking.md#blowing-an-airlock	estourando-uma-câmara-de-ar
15/11-ship-and-habitat-hacking.md#airlocks-in-high-pressure-environments	câmaras-de-ar-em-ambientes-de-alta-pressão
15/11-ship-and-habitat-hacking.md#bulkhead-doors	portas-de-passagem
15/11-ship-and-habitat-hacking.md#hulls-and-superstructure	cascos-e-superestrutura
15/11-ship-and-habitat-hacking.md#life-support	suporte-vital
15/11-ship-and-habitat-hacking.md#sabotaging-life-support	sabotando-o-suporte-vital
15/11-ship-and-habitat-hacking.md#ventilation-systems	sistemas-de-ventilação
15/11-ship-and-habitat-hacking.md#reactors	reatores
15/12-reputation.md#reputation	reputação
15/12-reputation.md#social-networks	redes-sociais
15/12-reputation.md#the-big-seven	as-sete-grandes
15/12-reputation.md#rep-scores	níveis-de-rep
15/12-reputation.md#rep-networks-for-research	redes-de-rep-para-pesquisa
15/13-networking.md#networking	socialização
15/13-networking.md#using-rep	usando-rep
15/13-networking.md#rep-tests	testes-de-rep
15/13-networking.md#rep-limits	limites-de-rep
15/13-networking.md#burning-rep	queimando-rep
15/13-networking.md#keeping-quiet	mantendo-a-discrição
15/13-networking.md#reputation--id	reputação--id
15/13-networking.md#favors	favores
15/13-networking.md#acquireunload-goods	adquirirrepassar-produtos
15/13-networking.md#acquire-services	adquirir-serviços
15/13-networking.md#example-services	exemplos-de-serviços
15/13-networking.md#acquire-information	adquirir-informações
15/13-networking.md#example-information	exemplos-de-informações
16/00-gear.md#gear	equipamentos
16/01-gear-rules.md#gear-rules	regras-de-equipamentos
16/01-gear-rules.md#gear-design	projetos-de-equipamentos
16/01-gear-rules.md#gear-complexity	complexidade-de-equipamentos
16/01-gear-rules.md#gear-modifiers	modificadores-de-equipamentos
16/01-gear-rules.md#gear-quality	qualidade-de-equipamentos
16/01-gear-rules.md#gear-size	tamanho-de-equipamentos
16/01-gear-rules.md#concealing-gear	ocultando-equipamentos
16/01-gear-rules.md#meshed-gear	equipamentos-em-mesh
16/01-gear-rules.md#interfaces	interfaces
16/01-gear-rules.md#power	energia
16/01-gear-rules.md#ware	implantes
16/02-acquiring-gear.md#acquiring-gear	aquisição-de-equipamentos
16/02-acquiring-gear.md#missions-and-gear-points	missões-e-pontos-de-equipamento
16/02-acquiring-gear.md#gear-point-value	valor-em-pontos-de-equipamento
16/02-acquiring-gear.md#increasing-gp	aumentando-pe
16/02-acquiring-gear.md#acquiring-gear-during-missions	aquisição-de-equipamentos-durante-missões
16/02-acquiring-gear.md#acquisition-timeframe	prazo-de-aquisição
16/02-acquiring-gear.md#acquisition-time	prazo-de-aquisição-1
16/02-acquiring-gear.md#physical-vs-blueprints	físico-vs-diagrama
16/02-acquiring-gear.md#multiple-gear-items-at-once	vários-equipamentos-de-uma-vez
16/02-acquiring-gear.md#impeding-factors	fatores-problemáticos
16/02-acquiring-gear.md#other-gear-considerations	outras-considerações-sobre-equipamentos
16/02-acquiring-gear.md#ongoing-locationscampaigns	locaiscampanhas-em-andamento
16/02-acquiring-gear.md#when-and-where	quando-e-onde
16/02-acquiring-gear.md#blueprint-libraries	bibliotecas-de-diagramas
16/02-acquiring-gear.md#after-the-mission	após-a-missão
16/02-acquiring-gear.md#dont-sweat-the-gear	não-se-preocupe-com-equipamentos
16/02-acquiring-gear.md#but-dont-let-it-take-over	mas-não-deixe-eles-dominarem
16/03-nanofabrication.md#nanofabrication	nanofabricação
16/03-nanofabrication.md#raw-materials	matérias-primas
16/03-nanofabrication.md#blueprints	diagramas
16/03-nanofabrication.md#getting-blueprints	obtendo-diagramas
16/03-nanofabrication.md#restricted-items	itens-restritos
16/03-nanofabrication.md#writing-blueprints	projetando-diagramas
16/03-nanofabrication.md#cracking-blueprints	crackeando-diagramas
16/03-nanofabrication.md#printing-tests	teste-de-impressão
16/04-services.md#services	serviços
16/04-services.md#mesh-services	serviços-da-mesh
16/04-services.md#physical-services	serviços-físicos
16/05-common-tech-and-ware.md#common-tech--ware	tecnologias--implantes-comuns
16/05-common-tech-and-ware.md#standard-augmentations	ampliações-comuns
16/05-common-tech-and-ware.md#everyday-technology	tecnologia-cotidiana
16/06-sensory-augmentations.md#sensory-augmentations	ampliações-sensoriais
16/07-senses-and-sensors.md#senses-and-sensors	sentidos-e-sensores
16/07-senses-and-sensors.md#sensory-databases	bases-de-dados-sensoriais
16/07-senses-and-sensors.md#active-vs-passive	ativo-vs-passivo
16/07-senses-and-sensors.md#the-electromagnetic-spectrum	o-espectro-eletromagnético
16/07-senses-and-sensors.md#lidar	lidar
16/07-senses-and-sensors.md#mesh-tomography	tomografia-da-mesh
16/07-senses-and-sensors.md#soundwaves	ondas-sonoras
16/07-senses-and-sensors.md#combined-sensor-systems	sistemas-de-sensores-combinados
16/08-mental-augmentations.md#mental-augmentations	ampliações-mentais
16/08-mental-augmentations.md#skillsofts	periciapps
16/09-social-augmentations.md#social-augmentations	ampliações-sociais
16/10-combat-augmentations.md#combat-augmentations	ampliações-de-combate
16/11-physical-augmentations.md#physical-augmentations	ampliações-físicas
16/12-meshware.md#meshware	meshimplantes
16/13-apps-and-alis.md#apps--alis	apps--ilas
16/13-apps-and-alis.md#apps	apps
16/13-apps-and-alis.md#alis-and-muses	ilas-e-musas
16/13-apps-and-alis.md#scorchers	aflitivos
16/13-apps-and-alis.md#tactical-networks	redes-táticas
16/14-creatures.md#creatures	criaturas
16/14-creatures.md#genetically-modified-organisms	organismos-geneticamente-modificados
16/14-creatures.md#smart-animals	animais-inteligentes
16/14-creatures.md#xenofauna	xenofauna
16/15-chemicals-drugs-and-toxins.md#chemicals-drugs--toxins	químicos-drogas--toxinas
16/15-chemicals-drugs-and-toxins.md#drug-and-toxin-rules	regras-de-drogas-e-toxinas
16/15-chemicals-drugs-and-toxins.md#types	tipos
16/15-chemicals-drugs-and-toxins.md#application-methods	métodos-de-aplicação
16/15-chemicals-drugs-and-toxins.md#onset-times	períodos-de-latência
16/15-chemicals-drugs-and-toxins.md#effects	efeitos
16/15-chemicals-drugs-and-toxins.md#addiction-and-abuse	vício-e-abuso
16/15-chemicals-drugs-and-toxins.md#chemicals	químicos
16/15-chemicals-drugs-and-toxins.md#cognitive-drugs	drogas-cognitivas
16/15-chemicals-drugs-and-toxins.md#combat-drugs	drogas-de-combate
16/15-chemicals-drugs-and-toxins.md#health-drugs	drogas-de-saúde
16/15-chemicals-drugs-and-toxins.md#nanodrugs	nanodrogas
16/15-chemicals-drugs-and-toxins.md#narcoalgorithms	narcoalgoritmos
16/15-chemicals-drugs-and-toxins.md#petals	pétalas
16/15-chemicals-drugs-and-toxins.md#psi-drugs	drogas-psi
16/15-chemicals-drugs-and-toxins.md#recreational-drugs	drogas-recreativas
16/15-chemicals-drugs-and-toxins.md#social-drugs	drogas-sociais
16/15-chemicals-drugs-and-toxins.md#toxins	toxinas
16/15-chemicals-drugs-and-toxins.md#antidotes	antídotos
16/15-chemicals-drugs-and-toxins.md#nanotoxins	nanotoxinas
16/16-comms-and-mesh-gear.md#comms--mesh-gear	equipamentos-de-comunicação--mesh
16/16-comms-and-mesh-gear.md#radio-and-sensor-ranges	alcances-de-rádios-e-sensores
16/16-comms-and-mesh-gear.md#communications	comunicações
16/16-comms-and-mesh-gear.md#neutrino-communicators	comunicadores-de-neutrinos
16/16-comms-and-mesh-gear.md#quantum-farcasters	longiprojetores-quânticos
16/16-comms-and-mesh-gear.md#quantum-entangled-communication	comunicação-de-entrelaçamento-quântico
16/16-comms-and-mesh-gear.md#mesh-hardware	aparelhos-da-mesh
16/17-espionage-and-security-tech.md#espionage--security-tech	tecnologias-de-espionagem--segurança
16/18-mission-gear.md#mission-gear	equipamentos-de-missão
16/18-mission-gear.md#exploration-tools	ferramentas-de-exploração
16/18-mission-gear.md#salvage-tools	ferramentas-de-recuperação
16/18-mission-gear.md#science-tools	ferramentas-científicas
16/18-mission-gear.md#survival-tools	ferramentas-de-sobrevivência
16/18-mission-gear.md#vacsuits	trajes-de-vácuo
16/19-nanotech.md#nanotech	nanotecnologia
16/19-nanotech.md#hives	colmeias
16/19-nanotech.md#nanofabricators	nanofabricadores
16/19-nanotech.md#specialized-nanofabricators	nanofabricadores-especializados
16/20-nanoswarms-and-microswarms.md#nanoswarms--microswarms	nanoenxames--microenxames
16/20-nanoswarms-and-microswarms.md#swarm-rules	regras-de-enxames
16/20-nanoswarms-and-microswarms.md#swarm-units	unidades-de-enxames
16/20-nanoswarms-and-microswarms.md#splittingcombining	dividindocombinando
16/20-nanoswarms-and-microswarms.md#movement	movimento
16/20-nanoswarms-and-microswarms.md#commanding-swarms	comandando-enxames
16/20-nanoswarms-and-microswarms.md#limitations	limitações
16/20-nanoswarms-and-microswarms.md#swarm-combat	combate-de-enxames
16/20-nanoswarms-and-microswarms.md#ware	implantes
16/20-nanoswarms-and-microswarms.md#attrition	desgaste
16/20-nanoswarms-and-microswarms.md#swarms	enxames
16/21-robots.md#robots	robôs
16/21-robots.md#robot-ware	implantes-robóticos
16/21-robots.md#remote-operations	operação-remota
16/21-robots.md#autonomous-mode	modo-autônomo
16/21-robots.md#jamming	encarnação
16/21-robots.md#combat-bots	bots-de-combate
16/21-robots.md#exploration-bots	bots-de-exploração
16/21-robots.md#medical-bots	bots-médicos
16/21-robots.md#personal-bots	bots-pessoais
16/21-robots.md#reconsurveillance-bots	bots-de-reconhecimentovigilância
16/21-robots.md#utility-bots	bots-utilitários
16/22-vehicles.md#vehicles	veículos
16/22-vehicles.md#vehicle-ware	implantes-veiculares
16/22-vehicles.md#vehicle-hardware	equipoimplantes-veiculares
16/22-vehicles.md#aircraft	aeronaves
16/22-vehicles.md#exoskeletons	exoesqueletos
16/22-vehicles.md#groundcraft	veículos-terrestres
16/22-vehicles.md#hardsuits	trajes-rígidos
16/22-vehicles.md#hybrid-vehicles	veículos-híbridos
16/22-vehicles.md#nautical-craft	veículos-náuticos
16/22-vehicles.md#personal-transport-devices	dispositivos-de-transporte-pessoal
16/22-vehicles.md#spacecraft	espaçonaves
17/00-running-the-game.md#running-the-game	conduzindo-o-jogo
17/01-ad-astra.md#ad-astra	ad-astra
17/01-ad-astra.md#the-elevator-pitch	a-abordagem
17/01-ad-astra.md#the-first-session	a-primeira-sessão
17/01-ad-astra.md#using-the-sample-character-teams	usando-equipes-de-personagens-prontos
17/01-ad-astra.md#in-media-res	in-media-res
17/01-ad-astra.md#tech-talk	papo-tecnológico
17/01-ad-astra.md#prepping-your-campaign	preparando-sua-campanha
17/01-ad-astra.md#wheres-home-base	onde-é-sua-base-de-operações
17/01-ad-astra.md#whats-your-theme	qual-é-o-seu-tema
17/01-ad-astra.md#whats-your-team-composition	qual-é-a-composição-da-sua-equipe
17/01-ad-astra.md#creating-characters	criando-personagens
18/00-threats-and-x-risks.md#threats--x-risks	ameaças--riscos-x
19/00-appendices.md#appendices	apêndices
19/01-glossary.md#glossary	glossário
19/02-references.md#references	referências
19/02-references.md#fiction	ficção
19/02-references.md#comics-and-graphic-novels	quadrinhos-e-graphics-novels
19/02-references.md#non-fiction	não-ficção
19/02-references.md#roleplaying-games	jogos-de-rpg
19/02-references.md#movies--television	filmes--televisão
19/03-index.md#index	índice
19/04-complete-list-of-mesh-actions.md#complete-list-of-mesh-actions	lista-completa-de-ações-da-mesh
19/04-complete-list-of-mesh-actions.md#universal-actions	ações-universais
19/04-complete-list-of-mesh-actions.md#security-actions	ações-de-segurança
19/04-complete-list-of-mesh-actions.md#admin-actions	ações-de-administrador
19/04-complete-list-of-mesh-actions.md#hacking-actions	ações-de-hackeamento
19/04-complete-list-of-mesh-actions.md#mindware-hacking	hackeamento-de-implante-mental
19/04-complete-list-of-mesh-actions.md#simulspace-user-actions	ações-de-usuário-de-simulespaço
19/04-complete-list-of-mesh-actions.md#simulspace-admincheat-actions	ações-de-administradortrapaça-de-simulespaço
19/04-complete-list-of-mesh-actions.md#simple-hacking	hackeamento-simples
19/04-complete-list-of-mesh-actions.md#consolidated-hacking	hackeamento-consolidado
19/05-complete-list-of-morphs.md#complete-list-of-morphs	lista-completa-de-morfos
19/06-rules-primmer.md#rules-primer	regras-básicas
19/06-rules-primmer.md#ego-vs-morph	ego-vs-morfo
19/06-rules-primmer.md#making-tests	fazendo-testes
19/06-rules-primmer.md#roll-d100-099	rolagem-d100-0-99
19/06-rules-primmer.md#opposed-tests	testes-opostos
19/06-rules-primmer.md#modifiers	modificadores
19/06-rules-primmer.md#specializations	especializações
19/06-rules-primmer.md#superior-results	resultados-maiores
19/06-rules-primmer.md#critical-results	resultados-críticos
19/06-rules-primmer.md#teamwork	trabalho-em-equipe
19/06-rules-primmer.md#action-turns	turnos-de-ação
19/06-rules-primmer.md#task-actions	ações-de-tarefa
19/06-rules-primmer.md#initiative	iniciativa
19/06-rules-primmer.md#using-rep	usando-rep
19/06-rules-primmer.md#using-pools	usando-paradas
19/06-rules-primmer.md#insight	inspiração
19/06-rules-primmer.md#moxie	manha
19/06-rules-primmer.md#vigor	vigor
19/06-rules-primmer.md#flex	flex
19/06-rules-primmer.md#recharging-pools	recarregando-paradas
19/06-rules-primmer.md#combat	combate
19/06-rules-primmer.md#hacking	hackeamento
19/07-character-sheet.md#character-sheet	ficha-de-personagem
buy-the-book.md#buy-the-book	compre-o-livro
license.md#license--credits	licença--créditos
license.md#full-list-of-credits	lista-completa-de-créditos
SUPP/00-supplements.md#supplements	suplementos
SUPP/01-MS/00-multiplicy-and-synthesis.md#multiplicity--synthesis	multiplicidade--síntese
SUPP/01-MS/00-multiplicy-and-synthesis.md#license--credits	licença--créditos
SUPP/01-MS/00-multiplicy-and-synthesis.md#full-list-of-credits	lista-completa-de-créditos
SUPP/01-MS/00-multiplicy-and-synthesis.md#table-of-contents	sumário
SUPP/02-CO/00-character-options.md#character-options	opções-para-personagens
SUPP/02-CO/00-character-options.md#license--credits	licença--créditos
SUPP/02-CO/00-character-options.md#full-list-of-credits	lista-completa-de-créditos
SUPP/02-CO/01/00-life-path-character.md#life-path	trajetória-de-vida
SUPP/02-CO/01/01-life-path-character-creation.md#life-path-character-creation	criação-de-personagem-por-trajetória-de-vida
SUPP/02-CO/01/01-life-path-character-creation.md#overview	visão-geral
SUPP/02-CO/01/01-life-path-character-creation.md#life-path-step-by-step	passo-a-passo-da-trajetória-de-vida
SUPP/02-CO/01/01-life-path-character-creation.md#balance-and-fairness	equilíbrio-e-equidade
SUPP/02-CO/01/01-life-path-character-creation.md#accumulating-points	acumulando-pontos
